,Unnamed: 0,Method,$\epsilon$,RMSE
311,11,ABC-RS (ours),$\epsilon$=10%,0.5812190900382184
312,12,ABC-RS (ours),$\epsilon$=10%,0.4451106375900284
313,13,ABC-RS (ours),$\epsilon$=10%,0.5409163181901588
314,14,ABC-RS (ours),$\epsilon$=10%,0.6347683776738444
315,15,ABC-RS (ours),$\epsilon$=10%,0.6156167302231897
316,16,ABC-RS (ours),$\epsilon$=10%,0.4994533969293547
317,17,ABC-RS (ours),$\epsilon$=10%,0.9357696165413132
318,18,ABC-RS (ours),$\epsilon$=10%,0.7250580481978552
319,19,ABC-RS (ours),$\epsilon$=10%,0.634071287532861
320,20,ABC-RS (ours),$\epsilon$=10%,2.471723617364275
321,21,ABC-RS (ours),$\epsilon$=10%,0.4634019951725676
322,22,ABC-RS (ours),$\epsilon$=10%,0.6440859939779779
323,23,ABC-RS (ours),$\epsilon$=10%,0.3781094885856706
324,24,ABC-RS (ours),$\epsilon$=10%,0.7630878772410151
325,25,ABC-RS (ours),$\epsilon$=10%,0.48207566077297
326,26,ABC-RS (ours),$\epsilon$=10%,0.728594333751425
327,27,ABC-RS (ours),$\epsilon$=10%,0.4090171336896506
328,28,ABC-RS (ours),$\epsilon$=10%,0.8669403336802171
329,29,ABC-RS (ours),$\epsilon$=10%,0.68152669301816
330,30,ABC-RS (ours),$\epsilon$=10%,0.6503314309736616
331,31,ABC-RS (ours),$\epsilon$=10%,0.536196263903953
332,32,ABC-RS (ours),$\epsilon$=10%,0.4274628247539933
333,33,ABC-RS (ours),$\epsilon$=10%,0.6423690823862597
334,34,ABC-RS (ours),$\epsilon$=10%,0.6630536240469926
335,35,ABC-RS (ours),$\epsilon$=10%,0.6598524241246697
336,36,ABC-RS (ours),$\epsilon$=10%,0.3935213109623016
337,37,ABC-RS (ours),$\epsilon$=10%,0.5421281035933003
338,38,ABC-RS (ours),$\epsilon$=10%,1.0630978248694425
339,39,ABC-RS (ours),$\epsilon$=10%,0.7074055655695968
340,40,ABC-RS (ours),$\epsilon$=10%,0.589455879636699
341,41,ABC-RS (ours),$\epsilon$=10%,0.380117456651677
342,42,ABC-RS (ours),$\epsilon$=10%,0.6097197076412754
343,43,ABC-RS (ours),$\epsilon$=10%,0.5631094649516941
344,44,ABC-RS (ours),$\epsilon$=10%,0.7603453961936901
345,45,ABC-RS (ours),$\epsilon$=10%,0.574823178807249
346,46,ABC-RS (ours),$\epsilon$=10%,0.6537037232089947
347,47,ABC-RS (ours),$\epsilon$=10%,0.6944549789298079
348,48,ABC-RS (ours),$\epsilon$=10%,0.8126621176467959
349,49,ABC-RS (ours),$\epsilon$=10%,0.75644245483796
350,50,ABC-RS (ours),$\epsilon$=10%,0.7012357288631575
351,51,ABC-RS (ours),$\epsilon$=10%,0.4457825291464679
352,52,ABC-RS (ours),$\epsilon$=10%,0.6644734817716276
353,53,ABC-RS (ours),$\epsilon$=10%,0.4166674789982135
354,54,ABC-RS (ours),$\epsilon$=10%,0.5546451164408724
355,55,ABC-RS (ours),$\epsilon$=10%,1.5737666429700086
356,56,ABC-RS (ours),$\epsilon$=10%,0.5083645525886086
357,57,ABC-RS (ours),$\epsilon$=10%,0.6738714920467266
358,58,ABC-RS (ours),$\epsilon$=10%,0.4549208723139322
359,59,ABC-RS (ours),$\epsilon$=10%,0.6764351476106397
360,60,ABC-RS (ours),$\epsilon$=10%,0.5077559210071582
361,61,ABC-RS (ours),$\epsilon$=10%,0.7168289778646241
362,62,ABC-RS (ours),$\epsilon$=10%,0.7451015318738388
363,63,ABC-RS (ours),$\epsilon$=10%,0.6013124116929395
364,64,ABC-RS (ours),$\epsilon$=10%,0.6241285492022111
365,65,ABC-RS (ours),$\epsilon$=10%,0.5341770899675214
366,66,ABC-RS (ours),$\epsilon$=10%,0.6271771327362503
367,67,ABC-RS (ours),$\epsilon$=10%,0.8300247224493811
368,68,ABC-RS (ours),$\epsilon$=10%,0.6506167096268269
369,69,ABC-RS (ours),$\epsilon$=10%,0.5992985354436169
370,70,ABC-RS (ours),$\epsilon$=10%,0.4786372918542931
371,71,ABC-RS (ours),$\epsilon$=10%,0.5985079061030925
372,72,ABC-RS (ours),$\epsilon$=10%,0.4291683891524084
373,73,ABC-RS (ours),$\epsilon$=10%,0.6236643946839738
374,74,ABC-RS (ours),$\epsilon$=10%,0.6744424195502925
375,75,ABC-RS (ours),$\epsilon$=10%,0.4448949369238146
376,76,ABC-RS (ours),$\epsilon$=10%,0.5137721838132591
377,77,ABC-RS (ours),$\epsilon$=10%,0.5491339125216564
378,78,ABC-RS (ours),$\epsilon$=10%,0.6816336693491067
379,79,ABC-RS (ours),$\epsilon$=10%,0.5264866958977703
380,80,ABC-RS (ours),$\epsilon$=10%,0.5285281453966768
381,81,ABC-RS (ours),$\epsilon$=10%,0.7804599330541735
382,82,ABC-RS (ours),$\epsilon$=10%,0.6165536416691008
383,83,ABC-RS (ours),$\epsilon$=10%,0.6355893749840756
384,84,ABC-RS (ours),$\epsilon$=10%,0.549302451255161
385,85,ABC-RS (ours),$\epsilon$=10%,0.2857011172658678
386,86,ABC-RS (ours),$\epsilon$=10%,0.5761277436887142
387,87,ABC-RS (ours),$\epsilon$=10%,0.443333736641857
388,88,ABC-RS (ours),$\epsilon$=10%,0.4579007886623374
389,89,ABC-RS (ours),$\epsilon$=10%,0.5727836561661322
390,90,ABC-RS (ours),$\epsilon$=10%,0.6327274078934635
391,91,ABC-RS (ours),$\epsilon$=10%,0.7179932509693687
392,92,ABC-RS (ours),$\epsilon$=10%,0.6106718070131154
393,93,ABC-RS (ours),$\epsilon$=10%,0.6839153903541091
394,94,ABC-RS (ours),$\epsilon$=10%,0.5788782403279247
395,95,ABC-RS (ours),$\epsilon$=10%,0.6385921614851012
396,96,ABC-RS (ours),$\epsilon$=10%,0.4872832598109749
397,97,ABC-RS (ours),$\epsilon$=10%,0.6344702985341754
398,98,ABC-RS (ours),$\epsilon$=10%,1.0352029576995472
399,99,ABC-RS (ours),$\epsilon$=10%,0.6290370841008089
400,0,ABC,$\epsilon$=20%,6.277961523607147
401,1,ABC,$\epsilon$=20%,7.719205430317169
402,2,ABC,$\epsilon$=20%,7.892383636791146
403,3,ABC,$\epsilon$=20%,2.7621314248554514
404,4,ABC,$\epsilon$=20%,6.709362378485674
405,5,ABC,$\epsilon$=20%,6.64400375922393
406,6,ABC,$\epsilon$=20%,5.581506035087645
407,7,ABC,$\epsilon$=20%,6.305933277147377
408,8,ABC,$\epsilon$=20%,6.260623147517607
409,9,ABC,$\epsilon$=20%,1.8881015035514412
410,10,ABC,$\epsilon$=20%,2.1489408875622584
411,11,ABC,$\epsilon$=20%,6.103150070344085
412,12,ABC,$\epsilon$=20%,1.3852709596943835
413,13,ABC,$\epsilon$=20%,7.813922100589462
414,14,ABC,$\epsilon$=20%,6.258788391613301
415,15,ABC,$\epsilon$=20%,6.514833248540097
416,16,ABC,$\epsilon$=20%,7.894476940043483
417,17,ABC,$\epsilon$=20%,8.836047174152263
418,18,ABC,$\epsilon$=20%,2.4566006165182106
419,19,ABC,$\epsilon$=20%,7.322104894335006
420,20,ABC,$\epsilon$=20%,7.134792461494856
421,21,ABC,$\epsilon$=20%,7.688940018436291
422,22,ABC,$\epsilon$=20%,6.232826003234156
423,23,ABC,$\epsilon$=20%,6.623598742522634
424,24,ABC,$\epsilon$=20%,2.03521867817791
425,25,ABC,$\epsilon$=20%,4.4696287764952425
426,26,ABC,$\epsilon$=20%,7.547407320139722
427,27,ABC,$\epsilon$=20%,2.141983883441008
428,28,ABC,$\epsilon$=20%,2.4209662085865062
429,29,ABC,$\epsilon$=20%,8.04278122604227
430,30,ABC,$\epsilon$=20%,6.969430453019133
431,31,ABC,$\epsilon$=20%,6.4961711919173775
432,32,ABC,$\epsilon$=20%,3.029982677312908
433,33,ABC,$\epsilon$=20%,7.601105557305478
434,34,ABC,$\epsilon$=20%,2.606513944709844
435,35,ABC,$\epsilon$=20%,6.558540301991497
436,36,ABC,$\epsilon$=20%,8.1099176705747
437,37,ABC,$\epsilon$=20%,6.468829204159772
438,38,ABC,$\epsilon$=20%,5.140278640320365
439,39,ABC,$\epsilon$=20%,7.031457029635623
440,40,ABC,$\epsilon$=20%,5.551161653588308
441,41,ABC,$\epsilon$=20%,6.659473285625422
442,42,ABC,$\epsilon$=20%,7.244660658185266
443,43,ABC,$\epsilon$=20%,6.862609118628477
444,44,ABC,$\epsilon$=20%,5.218620115335287
445,45,ABC,$\epsilon$=20%,7.418597658191539
446,46,ABC,$\epsilon$=20%,6.477849767142439
447,47,ABC,$\epsilon$=20%,5.662942621539509
448,48,ABC,$\epsilon$=20%,6.800305615489728
449,49,ABC,$\epsilon$=20%,6.945991790579164
450,50,ABC,$\epsilon$=20%,6.940699235388316
451,51,ABC,$\epsilon$=20%,1.156283374125813
452,52,ABC,$\epsilon$=20%,8.09534489956032
453,53,ABC,$\epsilon$=20%,7.34637418298248
454,54,ABC,$\epsilon$=20%,3.0345297146991213
455,55,ABC,$\epsilon$=20%,7.090376988288748
456,56,ABC,$\epsilon$=20%,7.598980384569386
457,57,ABC,$\epsilon$=20%,3.7486489319543295
458,58,ABC,$\epsilon$=20%,6.008451186290958
459,59,ABC,$\epsilon$=20%,7.282816691955815
460,60,ABC,$\epsilon$=20%,1.8012884885640172
461,61,ABC,$\epsilon$=20%,7.204994131157109
462,62,ABC,$\epsilon$=20%,7.989496870682554
463,63,ABC,$\epsilon$=20%,6.836085735721532
464,64,ABC,$\epsilon$=20%,2.269209172871545
465,65,ABC,$\epsilon$=20%,5.994328858809588
466,66,ABC,$\epsilon$=20%,6.698716465721043
467,67,ABC,$\epsilon$=20%,8.071039337716638
468,68,ABC,$\epsilon$=20%,1.5743713616794424
469,69,ABC,$\epsilon$=20%,6.972420259873922
470,70,ABC,$\epsilon$=20%,1.80959724049194
471,71,ABC,$\epsilon$=20%,7.892624968542922
472,72,ABC,$\epsilon$=20%,7.993024736245082
473,73,ABC,$\epsilon$=20%,7.540509389292825
474,74,ABC,$\epsilon$=20%,1.901942366194757
475,75,ABC,$\epsilon$=20%,5.919623907333409
476,76,ABC,$\epsilon$=20%,6.690940441329112
477,77,ABC,$\epsilon$=20%,1.2818174282904429
478,78,ABC,$\epsilon$=20%,1.6043726356866532
479,79,ABC,$\epsilon$=20%,1.8759539186137384
480,80,ABC,$\epsilon$=20%,6.490799372731527
481,81,ABC,$\epsilon$=20%,1.711990606234619
482,82,ABC,$\epsilon$=20%,4.482444796649647
483,83,ABC,$\epsilon$=20%,2.1642278659228698
484,84,ABC,$\epsilon$=20%,3.3362190742192066
485,85,ABC,$\epsilon$=20%,5.271127086756241
486,86,ABC,$\epsilon$=20%,7.087211658554812
487,87,ABC,$\epsilon$=20%,2.1372124219318227
488,88,ABC,$\epsilon$=20%,5.785072087925142
489,89,ABC,$\epsilon$=20%,7.066986904451932
490,90,ABC,$\epsilon$=20%,3.771216908780341
491,91,ABC,$\epsilon$=20%,7.814184680869354
492,92,ABC,$\epsilon$=20%,1.990306818211315
493,93,ABC,$\epsilon$=20%,8.064063316214416
494,94,ABC,$\epsilon$=20%,1.8164211497335403
495,95,ABC,$\epsilon$=20%,1.4280598174679315
496,96,ABC,$\epsilon$=20%,3.7989062907883135
497,97,ABC,$\epsilon$=20%,7.783931628394428
498,98,ABC,$\epsilon$=20%,2.000900907814179
499,99,ABC,$\epsilon$=20%,1.145975584435024
500,0,ABC-RS (ours),$\epsilon$=20%,0.9624573552665758
501,1,ABC-RS (ours),$\epsilon$=20%,0.4935330541223605
502,2,ABC-RS (ours),$\epsilon$=20%,0.8121780483491717
503,3,ABC-RS (ours),$\epsilon$=20%,1.2136686613437255
504,4,ABC-RS (ours),$\epsilon$=20%,0.5680313997014591
505,5,ABC-RS (ours),$\epsilon$=20%,1.0205836444809848
506,6,ABC-RS (ours),$\epsilon$=20%,0.4883177587749116
507,7,ABC-RS (ours),$\epsilon$=20%,0.5587540155974201
508,8,ABC-RS (ours),$\epsilon$=20%,0.532618692335444
509,9,ABC-RS (ours),$\epsilon$=20%,0.5334293716274287
510,10,ABC-RS (ours),$\epsilon$=20%,1.3698802823040055
511,11,ABC-RS (ours),$\epsilon$=20%,0.5558344233747674
512,12,ABC-RS (ours),$\epsilon$=20%,0.4557004102912829
513,13,ABC-RS (ours),$\epsilon$=20%,0.9000802516651405
514,14,ABC-RS (ours),$\epsilon$=20%,0.9817275415952352
515,15,ABC-RS (ours),$\epsilon$=20%,0.5596601843217641
516,16,ABC-RS (ours),$\epsilon$=20%,0.6778749640275877
517,17,ABC-RS (ours),$\epsilon$=20%,0.7538913525042036
518,18,ABC-RS (ours),$\epsilon$=20%,1.5170481331822463
519,19,ABC-RS (ours),$\epsilon$=20%,0.5312584320590759
520,20,ABC-RS (ours),$\epsilon$=20%,0.8412021039622064
521,21,ABC-RS (ours),$\epsilon$=20%,1.4720494226962988
522,22,ABC-RS (ours),$\epsilon$=20%,0.7525439495241482
523,23,ABC-RS (ours),$\epsilon$=20%,1.008013500452
524,24,ABC-RS (ours),$\epsilon$=20%,0.8658200336971684
525,25,ABC-RS (ours),$\epsilon$=20%,0.6536851381820145
526,26,ABC-RS (ours),$\epsilon$=20%,0.7178646681891327
527,27,ABC-RS (ours),$\epsilon$=20%,0.7314286645850138
528,28,ABC-RS (ours),$\epsilon$=20%,1.0227530319686742
529,29,ABC-RS (ours),$\epsilon$=20%,0.8276622668694946
530,30,ABC-RS (ours),$\epsilon$=20%,0.649565278662162
531,31,ABC-RS (ours),$\epsilon$=20%,0.8660678764565699
532,32,ABC-RS (ours),$\epsilon$=20%,0.6653287595931674
533,33,ABC-RS (ours),$\epsilon$=20%,0.5996959523093136
534,34,ABC-RS (ours),$\epsilon$=20%,0.4381931293375855
535,35,ABC-RS (ours),$\epsilon$=20%,0.6040478220642155
536,36,ABC-RS (ours),$\epsilon$=20%,0.8409951364991692
537,37,ABC-RS (ours),$\epsilon$=20%,0.6646440520220713
538,38,ABC-RS (ours),$\epsilon$=20%,2.923282471778392
539,39,ABC-RS (ours),$\epsilon$=20%,1.2900333763065293
540,40,ABC-RS (ours),$\epsilon$=20%,0.600268880326475
541,41,ABC-RS (ours),$\epsilon$=20%,0.5632149126079762
542,42,ABC-RS (ours),$\epsilon$=20%,0.4224310066184259
543,43,ABC-RS (ours),$\epsilon$=20%,0.5856865259094882
544,44,ABC-RS (ours),$\epsilon$=20%,0.8615935540351813
545,45,ABC-RS (ours),$\epsilon$=20%,0.7509771791709248
546,46,ABC-RS (ours),$\epsilon$=20%,2.749321115591505
547,47,ABC-RS (ours),$\epsilon$=20%,0.6864380992584608
548,48,ABC-RS (ours),$\epsilon$=20%,0.785971321321796
549,49,ABC-RS (ours),$\epsilon$=20%,1.85886442611032
550,50,ABC-RS (ours),$\epsilon$=20%,0.7939237834926972
551,51,ABC-RS (ours),$\epsilon$=20%,0.4017823220190871
552,52,ABC-RS (ours),$\epsilon$=20%,0.8382246768929379
553,53,ABC-RS (ours),$\epsilon$=20%,1.2156251509634417
554,54,ABC-RS (ours),$\epsilon$=20%,0.7590832152915508
555,55,ABC-RS (ours),$\epsilon$=20%,1.1972890207478273
556,56,ABC-RS (ours),$\epsilon$=20%,0.4178226286982079
557,57,ABC-RS (ours),$\epsilon$=20%,0.7625520042423661
558,58,ABC-RS (ours),$\epsilon$=20%,0.4639777005298364
559,59,ABC-RS (ours),$\epsilon$=20%,0.6579745854905578
560,60,ABC-RS (ours),$\epsilon$=20%,0.3915135606629512
561,61,ABC-RS (ours),$\epsilon$=20%,0.9792435846064248
562,62,ABC-RS (ours),$\epsilon$=20%,2.1577940947714267
563,63,ABC-RS (ours),$\epsilon$=20%,1.4114462779523242
564,64,ABC-RS (ours),$\epsilon$=20%,0.980789319327244
565,65,ABC-RS (ours),$\epsilon$=20%,1.144402166831996
566,66,ABC-RS (ours),$\epsilon$=20%,0.6624418371111812
567,67,ABC-RS (ours),$\epsilon$=20%,0.5918140472610189
568,68,ABC-RS (ours),$\epsilon$=20%,0.7947338284792675
569,69,ABC-RS (ours),$\epsilon$=20%,0.9344070162937644
570,70,ABC-RS (ours),$\epsilon$=20%,0.5718816545829741
571,71,ABC-RS (ours),$\epsilon$=20%,0.7398745418339395
572,72,ABC-RS (ours),$\epsilon$=20%,0.5741350350778334
573,73,ABC-RS (ours),$\epsilon$=20%,0.9108825792965584
574,74,ABC-RS (ours),$\epsilon$=20%,0.420720841382426
575,75,ABC-RS (ours),$\epsilon$=20%,1.208346460456465
576,76,ABC-RS (ours),$\epsilon$=20%,0.6861685091791839
577,77,ABC-RS (ours),$\epsilon$=20%,0.9297731769176384
578,78,ABC-RS (ours),$\epsilon$=20%,0.5224672563365854
579,79,ABC-RS (ours),$\epsilon$=20%,0.4952273405830268
580,80,ABC-RS (ours),$\epsilon$=20%,2.611432038136481
581,81,ABC-RS (ours),$\epsilon$=20%,1.079774162394556
582,82,ABC-RS (ours),$\epsilon$=20%,0.8604476557581902
583,83,ABC-RS (ours),$\epsilon$=20%,1.1153513837954252
584,84,ABC-RS (ours),$\epsilon$=20%,0.9886863335558432
585,85,ABC-RS (ours),$\epsilon$=20%,1.3163908682447978
586,86,ABC-RS (ours),$\epsilon$=20%,0.5376722322413793
587,87,ABC-RS (ours),$\epsilon$=20%,0.8016651767152917
588,88,ABC-RS (ours),$\epsilon$=20%,2.387698854905613
589,89,ABC-RS (ours),$\epsilon$=20%,1.2381441607466328
590,90,ABC-RS (ours),$\epsilon$=20%,0.3336735082466635
591,91,ABC-RS (ours),$\epsilon$=20%,0.6818460408220263
592,92,ABC-RS (ours),$\epsilon$=20%,0.4757597604376806
593,93,ABC-RS (ours),$\epsilon$=20%,0.5842687683555877
594,94,ABC-RS (ours),$\epsilon$=20%,0.7476357432041284
595,95,ABC-RS (ours),$\epsilon$=20%,0.8105306674225865
596,96,ABC-RS (ours),$\epsilon$=20%,0.8726108519261977
597,97,ABC-RS (ours),$\epsilon$=20%,0.5675877363424865
598,98,ABC-RS (ours),$\epsilon$=20%,0.8561577445992699
599,99,ABC-RS (ours),$\epsilon$=20%,0.4345295043868702
